"month","year","state","permit","permit_recheck","handgun","long_gun","other","multiple","admin","prepawn_handgun","prepawn_long_gun","prepawn_other","redemption_handgun","redemption_long_gun","redemption_other","returned_handgun","returned_long_gun","returned_other","rentals_handgun","rentals_long_gun","private_sale_handgun","private_sale_long_gun","private_sale_other","return_to_seller_handgun","return_to_seller_long_gun","return_to_seller_other","totals","state_pop","state_race_white","tot_per_cap","perm_per_cap","hg_per_cap","lg_per_cap","others","others_per_cap","summer_months","UR","CI","ss_casualties","ss","licenses_per_cap","restr_laws","year.1","shootings_killed","shootings_injured","shootings_casualties","shootings_events","casualties_per_cap","events_per_cap","many_shooting_cas","many_shooting_events"
"07","2017","Missouri",716,0,16151,11098,1013,857,0,6,6,0,1344,937,4,131,19,2,0,0,66,54,4,4,2,1,32415,6113532,0.8378,53.0217229581852,1.17117240901005,26.4184435445827,18.1531723396557,4450,0.727893466493673,1,3.6,0.00289978881235431,0,0,322.04411459693,17,"2017",62,91,153,152,0.025026449522142,0.0248628779566378,1,1
"07","2017","Montana",1043,0,2307,3168,137,156,10,1,3,0,418,619,1,18,1,2,0,0,1,3,0,0,2,0,7890,1050493,0.8951,75.1075923399775,9.92867158562694,21.9611173039706,30.1572690155955,1372,1.30605344347844,1,4,0.000798757530819927,0,0,852.913822367212,10,"2017",5,2,7,15,0.00666353797693083,0.0142790099505661,0,0
"07","2017","Nebraska",2656,221,97,1204,10,0,0,2,1,0,6,50,1,11,4,0,0,0,0,3,0,0,0,0,4266,1920076,0.8739,22.2178705426244,13.8327857855627,0.505188336295022,6.27058512267223,309,0.160931129809445,1,2.9,0.00152555330883697,0,0,202.559169532873,18,"2017",4,9,13,44,0.00677056533178895,0.0229157595845164,0,1
"07","2017","Nevada",1805,0,3647,1962,219,223,0,0,0,0,317,137,0,0,0,0,0,0,0,0,0,0,0,0,8310,2998039,0.6514,27.7181184100674,6.02060213359466,12.1646182721439,6.54427777623974,896,0.298862022808909,1,5,0.00580597505671587,0,0,16.7099227194843,12,"2017",9,20,29,34,0.00967298957752051,0.0113407464012309,0,0
"07","2017","New Hampshire",1451,0,4228,2427,128,4,11,0,0,0,0,11,1,64,6,0,0,0,0,2,0,0,0,0,8333,1342795,0.9509,62.0571271117334,10.8058192054632,31.486563473948,18.074240669648,227,0.169050376267412,1,2.7,0.00234003763086399,0,0,127.823681202268,16,"2017",1,3,4,12,0.00297886125581343,0.0089365837674403,0,0
"07","2017","New Jersey",0,0,4351,2519,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7034,9005644,0.6601,7.81065740551148,0,4.83141461065972,2.79713477459247,164,0.0182108020259295,1,4.6,0.00152905228567768,0,0,32.7540151487223,17,"2017",21,80,101,128,0.0112151890525542,0.0142133088982865,0,0
"07","2017","New Mexico",1009,0,4834,3254,361,228,0,3,3,0,428,400,3,43,0,0,0,0,8,5,1,0,0,0,10580,2088070,0.4471,50.668799417644,4.83221347943316,23.1505648756986,15.583768743385,1483,0.710225231912723,1,6.1,0.00188066391556774,0,0,96.501554066674,12,"2017",16,17,33,49,0.0158040678712878,0.0234666462331244,1,1
"07","2017","New York",2315,1053,9212,11301,879,170,0,1,0,0,14,17,0,21,17,0,2,2,356,187,16,9,3,1,25576,19849399,0.6198,12.8850248816098,1.16628216300151,4.64094655964143,5.6933713710929,2748,0.138442478787393,1,4.7,0.00118153444414659,0,0,56.927768946556,21,"2017",40,122,162,199,0.00816145617305592,0.0100254924594946,0,0
"07","2017","North Carolina",20102,0,1059,9316,551,180,0,8,9,0,1831,1688,8,0,0,0,3,0,7,18,1,1,2,0,34784,10273419,0.7018,33.8582510846681,19.5670010149494,1.0308155444648,9.06806195678381,4307,0.419237256847015,1,4.4,0.00259098013278702,0,0,33.7425155150393,18,"2017",44,119,163,157,0.0158661882670219,0.0152821567970702,1,0
"07","2017","North Dakota",496,0,1286,2030,85,62,4,2,0,0,70,87,0,0,0,0,0,0,4,8,2,0,0,0,4136,755393,0.9185,54.7529564081213,6.56611856344975,17.0242509528153,26.8734287979899,324,0.428915809386637,1,2.5,0.00117422587981864,0,0,640.106540568949,13,"2017",3,3,6,12,0.0079428853590118,0.0158857707180236,0,0
"07","2017","Ohio",9440,852,20990,14131,1227,959,0,4,2,1,1143,605,4,12,4,0,0,0,31,22,1,2,1,1,49432,11658609,0.84,42.3995692796628,8.0970208367053,18.0038630680555,12.1206569325723,4871,0.417802844232961,1,5.1,0.00129026726428894,0,0,73.5750722920719,11,"2017",62,158,220,231,0.0188701756787624,0.0198136844627005,1,0
"07","2017","Oklahoma",0,0,9377,6698,882,668,0,19,9,0,1626,1369,8,0,0,0,0,0,37,41,3,1,0,0,20738,3930864,0.7408,52.7568493847663,0,23.8548064751159,17.0395109065081,4663,1.18625320031423,1,4.2,0.00487503547608448,0,0,71.6778804863256,16,"2017",15,30,45,71,0.0114478648968776,0.0180621868372958,0,0
"07","2017","Oregon",3998,43,11160,7877,0,1,0,0,0,0,0,0,0,109,51,0,0,0,0,0,0,0,0,0,23239,4142776,0.8351,56.0952366239449,9.65053384493876,26.9384586567075,19.0138206844879,204,0.0492423437810782,1,4.1,0.00251460823281402,0,0,280.315421350322,14,"2017",7,14,21,36,0.00506906480099334,0.00868982537313145,0,0
"07","2017","Pennsylvania",23669,0,37329,11694,159,0,188,0,0,0,0,0,0,525,86,4,0,0,0,0,0,0,0,0,73654,12805537,0.841,57.5173067712818,18.4834107308424,29.1506713072634,9.13198720209859,962,0.0751237531077377,1,4.8,0.00181011125577601,0,0,195.137150437346,15,"2017",61,97,158,173,0.0123384126725806,0.0135097809642813,0,0
"07","2017","Rhode Island",0,0,836,593,64,129,0,0,0,0,3,2,0,3,3,1,0,0,5,3,2,0,2,0,1646,1059639,0.8191,15.533592100706,0,7.88947934154934,5.59624551380234,217,0.204786724535431,1,4.4,0.00132275151561601,0,0,20.2993661048716,19,"2017",3,7,10,26,0.00943717624587241,0.0245366582392683,0,1
"07","2017","South Carolina",11585,664,7458,4622,405,327,0,31,11,0,887,509,2,37,7,0,0,0,14,8,0,0,0,0,26567,5024369,0.6616,52.8762915303394,23.0576217630512,14.8436549942888,9.19916510909131,2902,0.577584966390804,1,4.2,0.00261009134345169,0,0,104.211693050411,8,"2017",36,67,103,168,0.020500086677551,0.0334370345808598,1,1
"07","2017","South Dakota",1138,0,1926,2355,200,99,0,0,0,0,119,221,0,0,0,0,0,0,3,7,0,0,0,0,6068,869666,0.8807,69.7739132034597,13.0854833924748,22.1464332283888,27.0793615020019,649,0.746263508059416,1,3.4,-0.00109898747225579,0,0,302.555233848397,13,"2017",1,2,3,26,0.00344960019133782,0.0298965349915945,0,1
"07","2017","Tennessee",19766,0,20279,11425,1125,0,0,0,0,0,0,0,0,38,5,5,0,0,0,0,0,0,0,0,52643,6715984,0.7925,78.3846417740126,29.4312791692178,30.1951285172806,17.011654584049,1173,0.174657950346517,1,3.5,0.00351494210744452,0,0,107.000106015738,16,"2017",46,97,143,165,0.0212924867003852,0.0245682538850599,1,1
"07","2017","Texas",19006,0,36913,27245,2653,2193,0,35,23,1,6165,3869,33,74,3,0,0,0,67,45,9,1,3,0,98338,28304596,0.5241,34.7427675703267,6.7148105558546,13.0413449462412,9.6256452485667,15174,0.53609668196642,1,4.1,0.00354505541134831,0,0,53.2839613750361,11,"2017",83,135,218,232,0.00770192939690784,0.00819654871597531,0,0
"07","2017","Utah",11902,29,2562,2546,202,0,0,0,3,0,228,307,0,102,25,19,0,0,0,0,0,0,0,0,17925,3101833,0.8531,57.7884109170287,38.370860068869,8.25963228839206,8.20804988534199,915,0.294986867442573,1,3.3,0.00279881053919073,0,0,105.268400974521,19,"2017",6,14,20,26,0.00644780038125844,0.00838214049563597,0,0
"07","2017","Vermont",0,0,1127,1012,87,47,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2275,623657,0.9612,36.4783847531576,0,18.070830600795,16.2268682945914,136,0.218068585777118,1,3,0.00178122021925287,0,0,92.3696839769296,12,"2017",3,0,3,7,0.00481033645096584,0.0112241183855869,0,0
"07","2017","Virginia",1139,0,20688,13381,971,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,36183,8470020,0.7013,42.718907393371,1.34474298761986,24.4249718418611,15.7980736763313,975,0.115111888755871,1,3.7,0.00170835917082446,0,0,104.303177560384,19,"2017",34,107,141,126,0.0166469500662336,0.0148759979315279,1,0
"07","2017","Washington",10910,58,12872,8636,1503,565,0,5,6,1,1158,901,2,383,105,6,0,0,708,502,36,7,5,0,38369,7405743,0.7888,51.8097914010789,14.7318101640848,17.3811054474885,11.6612202178769,5951,0.803565557162867,1,4.8,0.00229217704272511,0,0,100.858347366361,15,"2017",16,21,37,64,0.00499612260376845,0.008641941801113,0,0
"07","2017","West Virginia",1798,0,4860,4535,231,328,6,12,20,0,1060,1074,2,2,1,3,0,0,24,14,0,0,0,0,13970,1815857,0.9452,76.9333708546433,9.90166075852889,26.7642220725531,24.9744335594708,2777,1.52930544640905,1,5.1,-0.00100360393442767,0,0,158.922756582704,12,"2017",3,10,13,24,0.00715915405232901,0.0132168997889151,0,0
"07","2017","Wisconsin",10275,0,11537,9946,585,44,0,0,0,3,154,221,10,36,18,3,0,0,0,14,0,0,0,0,32846,5795483,0.874,56.6751727164069,17.7293247171979,19.9068826532663,17.1616412299027,1088,0.187732411604003,1,3.3,0.00149093045094872,0,0,560.01216809712,20,"2017",21,61,82,94,0.0141489501392723,0.0162195282084341,0,0
"07","2017","Wyoming",279,9,1231,1395,82,77,11,1,1,1,142,163,1,0,0,0,0,0,2,3,0,0,0,0,3398,579315,0.8881,58.6554810422654,4.81603272830843,21.2492340091315,24.0801636415422,493,0.851005066328336,1,4,0.00157177817898457,0,0,295.516256268179,11,"2017",0,0,0,5,0,0.00863088302564235,0,0
"06","2017","Alabama",19508,89,8275,4782,254,334,0,11,11,2,1362,1029,2,0,0,0,0,0,16,9,0,1,1,1,35687,4874747,0.7032,73.2079018664969,40.0184871132799,16.9752399457859,9.80973986957682,3122,0.640443493785421,1,4.3,0.00855144598878343,0,0,114.924733529761,14,"2017",54,84,138,129,0.0283091614805856,0.0264629118188082,1,1
"06","2017","Alaska",242,2,2909,2254,225,190,0,5,3,0,239,194,1,18,28,1,0,0,19,22,0,0,1,0,6353,739795,0.6758,85.875141086382,3.2711764745639,39.3217039855636,30.4678998911861,948,1.28143607350685,1,7.2,-0.000555452708226767,0,0,366.437999716138,10,"2017",3,7,10,34,0.013517258159355,0.0459586777418069,0,1
"06","2017","Arizona",6505,157,11507,6726,947,606,0,4,5,0,1246,492,4,97,7,0,0,0,31,14,10,0,1,0,28359,7016270,0.6378,40.4189120430086,9.27130797418001,16.400452092066,9.58629015131972,3621,0.516086182544286,1,4.8,0.00563301428889762,0,0,56.8510048786606,14,"2017",22,17,39,38,0.00555850900834774,0.00541598313633882,0,0
"06","2017","Arkansas",3033,778,5634,4070,190,292,26,8,8,0,1172,1374,1,0,0,0,0,0,15,12,0,0,1,0,16614,3004279,0.7855,55.3011221660838,10.0956003087596,18.7532516121172,13.5473436388564,3877,1.29049266063505,1,3.7,0.00205145109486793,0,0,126.641700055155,11,"2017",9,29,38,63,0.0126486255104802,0.0209700896621119,0,1
"06","2017","California",60142,0,42726,23807,2763,0,0,0,0,0,436,308,5,0,0,0,0,0,0,0,0,0,0,0,130187,39536653,0.4656,32.9281793276735,15.2117074755923,10.8066810814765,6.0215011118923,3512,0.0888289658712385,1,4.8,0.00458164264864447,0,0,22.9248287658543,27,"2017",144,189,333,572,0.00842256424690274,0.0144675878355206,0,0
"06","2017","Colorado",4920,0,17781,11298,1151,1038,0,0,0,0,0,0,0,231,40,0,0,0,0,0,0,0,0,0,36459,5607154,0.7443,65.0222911658927,8.77450485576105,31.711274561034,20.1492593212171,2460,0.438725242788053,1,2.7,0.0014990259140415,0,0,78.8399961905808,18,"2017",15,26,41,57,0.00731208737980088,0.0101655848938695,0,0
"06","2017","Connecticut",8290,0,6203,1765,243,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16504,3588184,0.7745,45.9954116065397,23.1036089565084,17.2872963036455,4.91892277542066,246,0.0685583570965146,1,4.7,0.00233625471301835,0,0,33.4104939991929,26,"2017",6,17,23,67,0.00640992769601559,0.0186723980710019,0,0
"06","2017","Delaware",533,0,1724,1082,74,66,0,1,0,0,41,17,4,0,0,0,0,0,60,28,3,1,0,0,3634,961939,0.7253,37.7778632532832,5.54089188607594,17.9221343557128,11.2481144854299,295,0.306672252606454,1,4.6,0.00178366718202483,0,0,47.1932211917803,19,"2017",2,24,26,36,0.0270287409076875,0.0374244104875673,1,1
"06","2017","Florida",18831,0,52114,19380,3260,2012,3,6,3,0,3343,1170,5,316,42,2,0,0,12,6,1,0,0,2,100508,20984400,0.6542,47.8965326623587,8.97380911534283,24.8346390652104,9.23543203522617,10183,0.485265244657936,1,4.1,0.00417288235919511,0,0,16.1488057795315,17,"2017",80,158,238,311,0.0113417586397514,0.0148205333485828,0,0
"06","2017","Georgia",15591,0,13617,6474,394,497,0,20,14,0,1973,1255,6,0,0,0,0,0,19,12,2,0,0,0,39874,10429379,0.6266,38.2323818129536,14.9491163376074,13.0563861951896,6.20746450963188,4192,0.401941477052469,1,4.7,0.00437940079911936,0,0,152.299863683159,17,"2017",71,86,157,170,0.01505362879228,0.0163001076094751,1,0
"06","2017","Hawaii",1082,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1083,1427538,0.228,7.58648806546656,7.57948299800075,0,0,1,0.000700506746580476,1,2.4,0.00168990323275153,0,0,7.07862067419571,19,"2017",0,1,1,5,0.000700506746580476,0.00350253373290238,0,0
"06","2017","Idaho",11559,3,3645,3698,184,184,1,3,5,1,408,480,1,40,10,0,0,0,8,8,2,0,1,0,20241,1716943,0.8798,117.889761046232,67.3231435172863,21.2295923627051,21.5382805369776,1339,0.779874462926259,1,3.2,0.0037238212154671,0,0,510.256892628352,12,"2017",6,2,8,9,0.00465944413996271,0.00524187465745805,0,0
"06","2017","Illinois",14883,67331,21394,9491,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113889,12802023,0.6783,88.9617211279811,11.6255063750471,16.7114213120848,7.41367204230144,68121,5.32111213985477,1,4.9,0.00203441623104972,2,1,110.90629973091,16,"2017",105,390,495,494,0.0386657639968308,0.0385876513422918,1,1
"06","2017","Indiana",19163,0,18351,9706,1093,528,226,0,2,0,53,448,13,8,0,1,0,0,60,31,4,2,0,0,49689,6666818,0.8586,74.5318081279555,28.7438475146614,27.5258751626338,14.5586695182019,2469,0.370341593245833,1,3.5,0.00228320254782233,0,0,56.0561275259052,16,"2017",34,78,112,129,0.0167996186486567,0.0193495607649706,1,0
"06","2017","Iowa",5638,856,98,1641,36,3,7,0,1,0,0,45,0,16,4,0,0,0,1,6,0,0,0,0,8352,3145711,0.9271,26.5504364514096,17.9228161773284,0.311535293610888,5.21662670219864,975,0.309945827827159,1,3.2,0.00222103492775449,0,0,239.195208968656,14,"2017",8,16,24,48,0.0076294357618993,0.0152588715237986,0,0
"06","2017","Kansas",2400,5,5625,3788,355,280,0,3,1,0,623,344,5,21,6,0,0,0,9,19,0,0,1,0,13485,2913123,0.8312,46.2905273824689,8.23858106918245,19.3091743808964,13.0032271208596,1672,0.573954481153044,1,3.6,0.00156307876010242,0,0,122.08341357368,15,"2017",7,18,25,36,0.00858185528039839,0.0123578716037737,0,0
"06","2017","Kentucky",373842,0,8765,5223,265,469,0,5,6,1,1917,1453,2,4,2,0,0,0,31,17,0,0,0,0,392002,4454189,0.8932,880.074913749731,839.304304330149,19.6781052622599,11.7260403633523,4172,0.936646379397013,1,5.1,0.00120099525459239,0,0,109.392080129514,13,"2017",27,43,70,82,0.0157155432784734,0.0184096364119259,1,0
"06","2017","Louisiana",2011,0,11706,6324,859,540,0,0,3,0,1154,860,3,0,0,0,0,0,20,15,0,2,0,0,23497,4684333,0.6253,50.1608233231924,4.29303382146402,24.9896836966971,13.5003211769957,3456,0.737778462803562,1,5.2,0.000276179518441388,0,0,114.522601189967,12,"2017",50,106,156,161,0.0333025000571052,0.0343698878794484,1,1
"06","2017","Maine",567,0,3064,2188,210,155,1,0,0,0,122,136,0,5,10,1,0,0,11,4,0,0,0,0,6474,1335907,0.9653,48.4614572721005,4.24430742559175,22.9357283104288,16.3783856211548,655,0.490303591492522,1,3.5,-0.00140909302605596,0,0,163.40957866079,10,"2017",3,3,6,12,0.0044913306090918,0.0089826612181836,0,0
"06","2017","Maryland",2477,0,3968,3963,250,19,0,1,1,1,50,124,3,53,17,0,0,0,0,9,2,3,0,4,10945,6052177,0.6206,18.084401695456,4.09274216533984,6.55631849498123,6.54805700494219,537,0.0887284030192772,1,4.1,0.00245118187929805,0,0,43.8184474776597,23,"2017",39,73,112,119,0.018505737687447,0.0196623462929125,1,0
"06","2017","Massachusetts",7347,0,5612,2287,329,149,4,0,0,0,6,2,0,0,1,0,0,0,60,29,14,1,0,0,15841,6859819,0.8186,23.0924460251794,10.7101951232241,8.18097387117648,3.33390720658956,595,0.0867369824189239,1,3.8,0.00252341942351553,0,0,36.2718025067425,18,"2017",12,43,55,156,0.00801770425721145,0.0227411248022725,0,1
"06","2017","Michigan",17225,10,11170,7578,463,200,0,0,1,0,11,265,0,99,33,0,0,0,20,11,1,0,1,0,37088,9962311,0.7854,37.2283097767175,17.290164902501,11.2122578787191,7.60666877394211,1115,0.111921822155522,1,4.4,0.00103878125684442,0,0,192.73971671834,18,"2017",30,58,88,97,0.0088332917934403,0.00973669663595124,0,0
"06","2017","Minnesota",29559,0,6258,7505,515,286,0,3,1,0,212,349,2,19,11,1,0,0,18,33,1,0,2,0,44775,5576606,0.8823,80.290771842228,53.0053584563801,11.2218794011985,13.4580065365923,1453,0.260552744805712,1,3.4,0.00449918782373349,0,0,269.144529844855,17,"2017",14,22,36,58,0.00645553944460125,0.0104005913274131,0,0
"06","2017","Mississippi",1783,0,7987,4029,268,382,0,29,17,0,1557,1081,3,0,0,0,0,0,6,12,0,0,0,0,17154,2984100,0.6077,57.484668744345,5.97500083777353,26.7651888341544,13.5015582587715,3355,1.12429208136457,1,5.2,0.0026091508974746,0,0,50.8903857109346,12,"2017",28,41,69,86,0.0231225495124158,0.0288194095372139,1,1
"06","2017","Missouri",730,0,19459,11470,1200,935,0,9,6,1,1588,1041,7,154,16,0,0,0,70,51,10,1,3,1,36752,6113532,0.8378,60.1158217541022,1.19407242818063,31.8293909314615,18.7616585633313,5093,0.833069983112872,1,3.7,0.0012819966714579,0,0,322.04411459693,17,"2017",58,90,148,151,0.024208591694621,0.0246993063911336,1,1
"06","2017","Montana",1518,0,3026,3727,162,212,7,2,2,0,481,736,0,13,0,1,0,0,3,8,0,1,1,1,9901,1050493,0.8951,94.2509850137031,14.4503580699729,28.8055227402753,35.4785800571732,1630,1.55165241462818,1,4,0.00168836402127415,0,0,852.913822367212,10,"2017",0,3,3,19,0.00285580199011321,0.0180867459373837,0,0
"06","2017","Nebraska",2799,14,99,1261,22,2,0,0,0,0,8,46,0,5,4,0,0,0,0,5,0,0,0,0,4265,1920076,0.8739,22.2126624154461,14.5775479720594,0.51560459065162,6.56744837183528,106,0.0552061480899714,1,2.9,0.00193034725749897,0,0,202.559169532873,18,"2017",5,12,17,39,0.00885381620310863,0.0203116959953669,0,1
"06","2017","Nevada",2895,0,4449,2337,242,219,0,0,0,0,334,126,0,0,0,0,0,0,0,0,0,0,0,0,10602,2998039,0.6514,35.363115689956,9.6563120092834,14.8397002173754,7.79509539402256,921,0.307200806927462,1,5.1,0.0031462252097354,0,0,16.7099227194843,12,"2017",24,20,44,41,0.0146762600486518,0.0136756059544255,0,0
"06","2017","New Hampshire",1659,0,4836,2412,164,2,17,0,0,0,0,10,0,62,10,4,0,0,0,8,0,0,0,0,9184,1342795,0.9509,68.3946544334764,12.3548270584862,36.0144325827844,17.962533372555,277,0.20628614196508,1,2.7,0.00307963287831647,0,0,127.823681202268,16,"2017",2,2,4,19,0.00297886125581343,0.0141495909651138,0,0
"06","2017","New Jersey",0,0,5022,2586,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7790,9005644,0.6601,8.65013096231652,0,5.57650291306207,2.87153256335694,182,0.020209548589751,1,4.6,0.00127599864193062,0,0,32.7540151487223,17,"2017",29,59,88,118,0.00977164986757194,0.0131028941406078,0,0
"06","2017","New Mexico",1140,0,5152,3486,421,261,0,1,1,0,450,425,0,49,0,0,0,0,7,2,0,0,2,1,11398,2088070,0.4471,54.586292605133,5.45958708280853,24.6735023251136,16.6948426058513,1620,0.775836059135949,1,6.1,0.00420150671654174,0,0,96.501554066674,12,"2017",15,10,25,43,0.0119727786903696,0.0205931793474357,0,1
"06","2017","New York",2602,1082,10784,11309,921,196,0,0,0,0,16,14,2,14,30,1,0,4,399,273,18,8,2,2,27677,19849399,0.6198,13.9434952161524,1.31087092359824,5.43291008458241,5.69740171982033,2982,0.15023124881514,1,4.7,0.0016903317074064,0,0,56.927768946556,21,"2017",25,109,134,182,0.00675083411845366,0.00916904335491467,0,0
"06","2017","North Carolina",23048,0,1581,9570,558,228,0,10,10,0,2134,1979,5,0,0,0,1,0,13,27,3,1,1,0,39169,10273419,0.7018,38.126547744232,22.4345955324123,1.5389229233228,9.31530194573004,4970,0.48377273427668,1,4.4,0.0036229070106506,0,0,33.7425155150393,18,"2017",45,76,121,146,0.0117779679773598,0.014211432435492,0,0
"06","2017","North Dakota",1159,0,1426,1942,97,59,9,0,0,0,93,130,1,0,0,0,0,0,9,8,4,0,0,2,4939,755393,0.9185,65.3831846469321,15.3430068851578,18.877590869918,25.7084722786682,412,0.54541146131881,1,2.5,0.00183749270766409,0,0,640.106540568949,13,"2017",1,3,4,7,0.00529525690600787,0.00926669958551377,0,0
"06","2017","Ohio",11147,347,23703,13536,1324,973,0,6,5,0,1356,670,6,16,4,0,0,0,40,23,2,4,0,2,53164,11658609,0.84,45.6006372629874,9.56117492232564,20.3308988233502,11.6103044539876,4778,0.409825906332394,1,5.1,0.00215415188207579,0,0,73.5750722920719,11,"2017",54,125,179,198,0.0153534611204476,0.0169831581108861,1,0
"06","2017","Oklahoma",0,0,11872,7459,942,778,0,8,16,0,1879,1583,10,0,0,0,0,0,33,43,7,1,1,0,24632,3930864,0.7408,62.6630684755311,0,30.2020115679403,18.9754720590689,5301,1.34855848485219,1,4.3,0.00298631495265234,0,0,71.6778804863256,16,"2017",33,26,59,69,0.0150094228647951,0.017553392841879,1,0
"06","2017","Oregon",4087,42,13632,9218,0,1,0,0,0,0,0,0,0,85,38,0,0,0,0,0,0,0,0,0,27103,4142776,0.8351,65.4223158577727,9.86536563888562,32.9054720795911,22.2507806359794,166,0.0400697503316617,1,4.1,0.00318932219164569,0,0,280.315421350322,14,"2017",8,12,20,35,0.0048276807628508,0.00844844133498891,0,0
"06","2017","Pennsylvania",22674,0,41408,11117,200,0,203,0,0,0,0,0,0,497,102,0,0,0,0,0,0,0,0,0,76201,12805537,0.841,59.5062901305896,17.7064030973477,32.3360121484948,8.68140086589106,1002,0.0782474018856062,1,4.8,0.00345692160006461,0,0,195.137150437346,15,"2017",60,89,149,173,0.0116355916975602,0.0135097809642813,0,0
"06","2017","Rhode Island",0,0,1053,592,65,151,0,0,0,0,2,3,0,0,1,1,0,0,20,7,0,1,3,0,1899,1059639,0.8191,17.9211976909117,0,9.93734658690365,5.58680833755647,254,0.239704276645159,1,4.4,0.00223611836933291,0,0,20.2993661048716,19,"2017",2,10,12,25,0.0113246114950469,0.023592940614681,0,1
"06","2017","South Carolina",13761,578,11431,4533,473,445,0,24,11,1,1076,571,6,55,3,1,0,0,15,7,3,0,0,1,32995,5024369,0.6616,65.6699378568732,27.3885138611436,22.7511156127267,9.02202843779985,3270,0.650827994520307,1,4.2,0.003216038073524,0,0,104.211693050411,8,"2017",34,83,117,141,0.0232865062259559,0.0280632254517931,1,1
"06","2017","South Dakota",1266,0,2215,2458,244,142,0,1,1,0,149,204,2,0,0,0,0,0,6,12,3,1,0,0,6704,869666,0.8807,77.0870656090959,14.5573128074456,25.4695480793776,28.2637242343612,765,0.879648048791145,1,3.3,0.00204193898012583,0,0,302.555233848397,13,"2017",3,1,4,28,0.00459946692178376,0.0321962684524864,0,1
"06","2017","Tennessee",16722,0,23369,11558,1237,0,0,0,0,0,0,0,0,56,8,9,0,0,0,0,0,0,0,0,52959,6715984,0.7925,78.8551610605385,24.8988085736952,34.7960924266645,17.2096896002135,1310,0.195057045996536,1,3.6,0.0055710450494546,0,0,107.000106015738,16,"2017",43,99,142,145,0.0211435881919909,0.0215902837171738,1,1
"06","2017","Texas",23877,0,48895,29119,3000,2307,0,27,16,0,6712,3899,38,76,6,0,0,0,55,44,10,2,7,1,118091,28304596,0.5241,41.7214928628552,8.4357324866958,17.2745797184316,10.2877285370899,16200,0.572345212063793,1,4.2,0.00363192038413906,0,0,53.2839613750361,11,"2017",66,99,165,161,0.00582944197472382,0.00568812216927597,0,0
"06","2017","Utah",14721,39,3307,2989,208,0,0,0,3,0,279,351,3,150,53,35,0,0,0,0,0,0,0,0,22138,3101833,0.8531,71.3707024201496,47.4590347062527,10.6614379304108,9.63623766979073,1121,0.361399211369535,1,3.3,0.00302288987926591,0,0,105.268400974521,19,"2017",10,9,19,14,0.00612541036219551,0.00451346026688091,0,0
"06","2017","Vermont",0,0,1296,973,71,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2382,623657,0.9612,38.1940714206687,0,20.7806534681724,15.6015245559659,113,0.181189339653046,1,3,0.00590843668616614,0,0,92.3696839769296,12,"2017",0,0,0,6,0,0.00962067290193167,0,0
"06","2017","Virginia",728,0,22416,12706,959,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,0,0,36838,8470020,0.7013,43.4922231588591,0.859502102710501,26.465108701042,15.0011452157138,988,0.116646713939282,1,3.7,0.00407930728044636,0,0,104.303177560384,19,"2017",31,86,117,117,0.0138134266507045,0.0138134266507045,0,0
"06","2017","Washington",12964,49,16674,9805,1694,604,4,6,10,2,1232,981,3,482,112,7,0,0,763,574,33,15,9,0,46023,7405743,0.7888,62.1450136738475,17.5053333608795,22.5149589987122,13.2397248999864,6580,0.88849964142693,1,4.8,0.00252747808121612,0,0,100.858347366361,15,"2017",13,21,34,55,0.00459103158184128,0.00742666873533149,0,0
"06","2017","West Virginia",1889,0,5409,4165,229,328,3,17,20,0,1202,1171,2,16,0,3,0,0,26,18,0,0,0,0,14498,1815857,0.9452,79.8410888082046,10.4028015421919,29.7875878992674,22.9368281753464,3035,1.67138711913989,1,5,0.00100360393442767,0,0,158.922756582704,12,"2017",5,15,20,25,0.0110140831574292,0.0137676039467866,0,0
"06","2017","Wisconsin",11645,0,13463,9959,640,41,0,0,0,1,165,268,3,48,19,2,0,0,0,13,0,0,0,0,36267,5795483,0.874,62.5780456952423,20.0932346794909,23.230160454271,17.1840724923186,1200,0.207057806916179,1,3.3,0.0018252722233445,0,0,560.01216809712,20,"2017",24,50,74,99,0.0127685647598311,0.0170822690705848,0,0
"06","2017","Wyoming",350,16,1520,1544,107,85,0,2,2,0,166,173,1,0,0,0,0,0,7,2,0,0,0,0,3975,579315,0.8881,68.6155200538567,6.04161811794965,26.2378843979528,26.6521667831836,561,0.968385075477072,1,4,0.00280038688303463,0,0,295.516256268179,11,"2017",0,2,2,16,0.00345235321025694,0.0276188256820555,0,1
