"month","year","state","permit","permit_recheck","handgun","long_gun","other","multiple","admin","prepawn_handgun","prepawn_long_gun","prepawn_other","redemption_handgun","redemption_long_gun","redemption_other","returned_handgun","returned_long_gun","returned_other","rentals_handgun","rentals_long_gun","private_sale_handgun","private_sale_long_gun","private_sale_other","return_to_seller_handgun","return_to_seller_long_gun","return_to_seller_other","totals","state_pop","state_race_white","tot_per_cap","perm_per_cap","hg_per_cap","lg_per_cap","others","others_per_cap","summer_months","UR","CI","ss_casualties","ss","licenses_per_cap","restr_laws","year.1","shootings_killed","shootings_injured","shootings_casualties","shootings_events","casualties_per_cap","events_per_cap","many_shooting_cas","many_shooting_events"
"06","2016","Delaware",1188,0,1842,1621,125,93,0,0,3,0,11,9,0,0,0,0,NA,NA,61,27,5,2,0,0,4987,952698,0.7253,52.3460739919681,12.4698487873387,19.3345635238029,17.0148357611751,336,0.352682591965135,1,4.5,0.00198815815154507,0,0,52.520315986808,18,"2016",5,18,23,25,0.0241419631404705,0.0262412642831201,1,1
"06","2016","Florida",28462,0,55934,29501,5096,2428,46,14,7,0,2740,1157,4,115,6,1,NA,NA,40,15,1,0,0,0,125567,20656589,0.6542,60.7878677355685,13.7786543557603,27.0780427494588,14.281641562409,11670,0.56495290679405,1,4.8,0.00248563123160128,0,0,17.6519463111746,17,"2016",131,181,312,331,0.0151041394104322,0.0160239427719649,1,0
"06","2016","Georgia",16995,0,13307,7859,649,550,0,8,13,0,1888,1320,6,0,0,0,NA,NA,7,17,2,0,5,0,42626,10313620,0.6266,41.3298143619796,16.4782103664863,12.9023563016671,7.62002090439632,4465,0.43292267894299,1,5.3,0.00271262333242284,0,0,88.5759801117357,17,"2016",48,51,99,91,0.00959895749504054,0.00882328416210797,0,0
"06","2016","Hawaii",1743,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,NA,NA,0,0,0,0,0,0,1754,1428683,0.228,12.2770411630852,12.2000471763155,0,0,11,0.00769939867696333,1,3,0.0013997027917263,0,0,7.66510135558413,19,"2016",3,1,4,8,0.00279978133707757,0.00559956267415515,0,0
"06","2016","Idaho",4079,1,3445,4143,282,192,0,3,3,1,284,482,2,21,2,0,NA,NA,3,4,0,0,0,0,12947,1680026,0.8798,77.0642835289454,24.2793861523572,20.5056350318388,24.6603326377092,1280,0.761892970704025,1,3.8,0.00283045759304912,0,0,546.651063733537,12,"2016",5,3,8,10,0.00476183106690015,0.00595228883362519,0,0
"06","2016","Illinois",128545,0,22277,12787,0,891,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,164500,12835726,0.6783,128.1579242187,100.14626363947,17.3554655186625,9.96203876586334,891,0.0694156294704328,1,5.9,0.00149733590312984,0,0,102.089667541984,16,"2016",83,389,472,428,0.0367723648822046,0.033344432562677,1,1
"06","2016","Indiana",61071,0,18307,11949,1831,674,3,2,2,0,24,411,2,3,1,0,NA,NA,24,17,2,1,2,0,94326,6634007,0.8586,142.185559948912,92.0574850162202,27.5956899050604,18.011738606848,2999,0.45206464207831,1,4.5,0.00192240534562593,0,0,60.7402132677882,16,"2016",26,62,88,107,0.0132649844957957,0.0161290152392061,0,0
"06","2016","Iowa",9899,6,129,2004,76,8,5,0,0,0,1,47,0,17,14,0,NA,NA,0,3,0,0,0,0,12209,3130869,0.9271,38.9955632126416,31.6174199559292,0.412026181868357,6.40077882530377,177,0.0565338249540303,1,3.7,0.000763520715777233,0,0,244.942538317636,14,"2016",4,14,18,55,0.005749202537698,0.0175670077540772,0,0
"06","2016","Kansas",890,2,5275,4447,523,306,0,1,1,1,573,321,6,10,2,0,NA,NA,4,1,1,0,0,0,12364,2907731,0.8312,42.5211272982267,3.06080583107585,18.1412929875563,15.2937118323531,1752,0.602531664724144,1,4.1,-0.00324260033243196,0,0,123.617005837197,15,"2016",3,20,23,38,0.00790994765334207,0.0130686091663913,0,0
"06","2016","Kentucky",340735,0,8703,6584,438,499,0,9,9,2,1783,1495,9,5,5,0,NA,NA,8,7,0,1,0,1,360293,4436113,0.8932,812.18174559575,768.093599058455,19.6185263991246,14.8418221086794,4271,0.962779802949113,1,5.1,0.00095839693678812,0,0,113.634842034006,13,"2016",31,40,71,82,0.0160050025777071,0.0184846508643941,1,0
"06","2016","Louisiana",2088,0,12082,8428,1161,596,0,6,7,0,1029,863,5,0,0,0,NA,NA,7,4,0,2,0,0,26278,4686157,0.6253,56.0757994237069,4.45567658104498,25.7823201399356,17.9848861231068,3680,0.78529165796195,1,6.1,-0.00101932084996825,0,0,130.470660714099,12,"2016",36,84,120,161,0.0256073366726723,0.0343565100358353,1,1
"06","2016","Maine",763,0,3433,2943,301,183,7,0,0,0,100,119,0,5,4,0,NA,NA,0,0,0,0,0,0,7858,1330232,0.9653,59.072402408001,5.73584156748597,25.807528310851,22.1239603317316,719,0.540507219793239,1,3.9,-0.00136379155130495,0,0,164.744946746131,10,"2016",2,5,7,28,0.00526223997017062,0.0210489598806825,0,1
"06","2016","Maryland",2132,0,4288,4864,138,49,0,0,0,0,46,100,1,15,4,0,NA,NA,4,3,2,1,0,0,11647,6024752,0.6206,19.3319160689104,3.53873487240637,7.11730540941768,8.07336135993648,363,0.0602514427149864,1,4.4,0.00186078037282567,0,0,46.8935484813317,23,"2016",37,62,99,109,0.0164322116495418,0.0180920310080813,1,0
"06","2016","Massachusetts",7045,1,5965,3404,990,241,0,1,0,0,3,5,1,1,0,0,NA,NA,37,36,7,3,3,0,17743,6823721,0.8186,26.0019423420155,10.3242790846812,8.74156490278544,4.98848062516038,1329,0.194761772938841,1,3.8,0.00573112461721426,0,0,34.151015259856,18,"2016",9,37,46,114,0.00674119003400051,0.0167064274755665,0,0
"06","2016","Michigan",15883,3882,10335,8282,616,227,2,2,0,0,9,255,1,70,10,0,NA,NA,6,0,0,0,0,0,39580,9933445,0.7854,39.8451896597807,15.989417568628,10.4042454556299,8.33749016579847,5080,0.511403646972425,1,4.9,0.000620374903576248,0,0,187.253767449259,18,"2016",30,48,78,86,0.00785226072123015,0.00865762079520247,0,0
"06","2016","Minnesota",27062,0,8880,9723,1215,433,0,0,1,0,217,352,2,5,4,0,NA,NA,10,10,2,0,0,0,47916,5525050,0.8823,86.7250070135112,48.9805522121972,16.0722527397942,17.5980307870517,2251,0.40741712744681,1,3.8,0.00126402292070971,0,0,277.02971013837,17,"2016",8,18,26,30,0.00470583976615596,0.00542981511479534,0,0
"06","2016","Mississippi",1996,0,7804,4692,346,369,2,24,13,1,1260,989,4,0,0,0,NA,NA,4,3,0,0,0,0,17507,2985415,0.6077,58.6417633729314,6.68583764736226,26.1404193386849,15.716407936585,3015,1.00990984502992,1,5.9,0,0,0,121.412600928179,12,"2016",22,39,61,69,0.0204326701647845,0.023112364612625,1,1
"06","2016","Missouri",7958,0,18770,13295,1813,958,0,9,11,0,1251,1038,4,158,28,2,NA,NA,38,39,8,2,2,0,45384,6091176,0.8378,74.5077797784861,13.0648006230652,30.8150675665914,21.8266554767093,5361,0.880125611212022,1,4.7,0,0,0,288.517521082957,17,"2016",39,49,88,100,0.0144471281079384,0.0164171910317482,0,0
"06","2016","Montana",1614,0,2968,4379,234,171,14,3,4,0,448,750,0,12,3,0,NA,NA,2,4,0,3,1,0,10610,1038656,0.8951,102.151241604535,15.5393123421036,28.575389734426,42.1602532503543,1649,1.58762862776511,1,4.2,0.000548395955613401,0,0,797.248559677121,10,"2016",1,3,4,14,0.00385113069197116,0.0134789574218991,0,0
"06","2016","Nebraska",3890,71,107,1609,15,6,0,0,0,0,6,60,0,7,2,0,NA,NA,0,3,1,0,0,0,5777,1907603,0.8739,30.2840790248285,20.3920836777883,0.560913355661529,8.43466905849907,171,0.089641293287964,1,3.1,0.00197628522821169,0,0,179.818337463298,18,"2016",2,11,13,22,0.00681483516224288,0.0115327979668726,0,0
"06","2016","Nevada",2645,0,4949,3114,358,279,0,0,0,0,285,140,1,0,0,0,NA,NA,0,0,0,0,0,0,11771,2939254,0.6514,40.0475766980329,8.9988820292496,16.8376057326111,10.5945250053245,1063,0.361656393084776,1,5.8,0.00300654352343699,0,0,40.317032825336,11,"2016",19,18,37,32,0.0125882281694607,0.0108871162546687,0,0
"06","2016","New Hampshire",3728,0,5166,3453,196,6,28,0,1,0,0,8,0,65,1,2,NA,NA,4,2,1,0,0,0,12661,1335015,0.9509,94.8378857166399,27.9247798713872,38.6961944247817,25.86487792272,314,0.235203349775096,1,2.9,0.0025065525257455,0,0,136.435171140399,16,"2016",2,4,6,25,0.0044943315243649,0.0187263813515204,0,0
"06","2016","New Jersey",0,0,6266,4294,246,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,10806,8978416,0.6601,12.0355305434723,0,6.97895931754555,4.78258080267165,246,0.027399042325506,1,5.1,0.00166557128138223,0,0,30.6816926281874,17,"2016",22,67,89,96,0.00991266165434972,0.0106923092001975,0,0
"06","2016","New Mexico",1202,0,5336,4231,531,300,0,1,5,0,433,471,1,46,0,0,NA,NA,2,1,0,0,0,0,12560,2085432,0.4471,60.2273293974582,5.76379378469305,25.5870246548437,20.288362315338,1791,0.858814864258341,1,6.7,0.00150943424885419,0,0,104.696772659094,12,"2016",13,12,25,26,0.0119879238450355,0.0124674407988369,0,0
"06","2016","New York",4257,0,10062,12213,1205,200,0,0,2,0,16,18,1,1,2,0,NA,NA,284,174,14,14,7,2,28472,19836286,0.6198,14.3534933908495,2.14606706114239,5.07252214451838,6.15689852424995,1940,0.0978005660938746,1,4.8,0.00163927391007856,0,0,54.0994418007484,21,"2016",44,141,185,280,0.00932634264297258,0.0141155456217963,0,0
"06","2016","North Carolina",26567,0,1181,11749,943,223,0,7,14,0,1851,1969,9,1,0,0,NA,NA,4,11,3,0,3,0,44535,10156689,0.7018,43.8479508430356,26.157146290489,1.16278050849051,11.5677461424683,5038,0.496027790158781,1,5,0.00236108393830481,0,0,31.757593444084,18,"2016",41,106,147,185,0.0144732205544543,0.0182145972964221,0,0
"06","2016","North Dakota",2462,0,1312,2377,164,64,0,1,1,0,65,115,0,0,0,0,NA,NA,2,4,1,0,0,0,6568,755548,0.9185,86.9302810675166,32.5856199738468,17.3648795311483,31.4606087237343,417,0.551917283878721,1,3.1,0.00243772498260597,0,0,521.5340388698,13,"2016",2,2,4,12,0.00529417058876471,0.0158825117662941,0,0
"06","2016","Ohio",13236,48,24397,17086,2294,1203,0,10,2,1,1262,759,7,17,4,1,NA,NA,25,11,0,1,1,1,60366,11622554,0.84,51.9386702784947,11.3882026274087,20.9910833711764,14.7007275681404,5647,0.48586567117692,1,5,0.000701385264593846,0,0,90.1449027468489,11,"2016",48,111,159,173,0.0136802978071773,0.0148848523310797,0,0
"06","2016","Oklahoma",0,0,11933,8811,1415,802,0,12,15,1,1683,1433,4,0,0,0,NA,NA,27,23,5,2,1,0,26167,3921207,0.7408,66.7320036917204,0,30.4319562828486,22.4701220823078,5423,1.3829925326564,1,4.9,0.000858885219852112,0,0,75.0355694050327,16,"2016",20,24,44,58,0.0112210347477193,0.0147913639856299,0,0
"06","2016","Oregon",48,0,14054,11400,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,25502,4085989,0.8351,62.4132859877988,0.117474618752033,34.395589415439,27.9002219536078,0,0,1,5,0.00271539016296796,0,0,304.273212678742,14,"2016",12,17,29,53,0.00709742488293532,0.012971155820537,0,0
"06","2016","Pennsylvania",23639,0,44677,11841,35,0,108,0,0,0,0,0,0,419,87,0,NA,NA,0,0,0,0,0,0,80806,12787085,0.841,63.193448702343,18.4866214622019,34.9391593158253,9.2601245710027,649,0.0507543353313128,1,5.4,0.000978604232718006,0,0,198.540558696529,15,"2016",51,111,162,203,0.0126690328561983,0.0158753930235077,0,0
"06","2016","Rhode Island",0,0,1146,862,85,173,0,0,0,0,6,4,0,4,0,0,NA,NA,11,9,2,0,0,0,2302,1057566,0.8191,21.7669630075097,0,10.8362031305848,8.15079153452361,294,0.277996834240132,1,5.3,0.00424702696875734,0,0,27.9093692497679,19,"2016",4,9,13,27,0.0122923770242235,0.0255303215118489,0,1
"06","2016","South Carolina",12286,0,9619,5599,680,348,0,3,5,1,990,626,6,28,11,0,NA,NA,3,2,1,0,1,0,30209,4959822,0.6616,60.9074277262369,24.7710502514001,19.3938411499445,11.2887115706975,2705,0.545382475419481,1,5,0.0040723683816104,0,0,73.3423497859399,8,"2016",27,78,105,121,0.0211701145726601,0.0243960367932559,1,1
"06","2016","South Dakota",1155,0,2460,3139,309,143,0,1,1,0,128,176,1,0,0,0,NA,NA,0,6,0,0,0,0,7519,861542,0.8807,87.2737486971036,13.4061949388422,28.5534541554561,36.4346717861695,765,0.887942781663575,1,3,-0.000716874458196237,0,0,306.81963270508,13,"2016",1,4,5,15,0.00580354759257239,0.0174106427777172,0,0
"06","2016","Tennessee",2123,14923,22476,15194,0,1465,0,0,0,0,0,0,0,26,8,3,NA,NA,0,0,0,0,0,0,56218,6649404,0.7925,84.5459232135692,3.1927673517807,33.8015256705714,22.8501682256034,16425,2.47014619656138,1,4.7,0.00221175597023926,0,0,107.874931347231,16,"2016",38,71,109,126,0.0163924466012292,0.0189490667133475,1,0
"06","2016","Texas",23267,0,46816,33501,4013,2509,0,36,36,1,5923,3993,26,45,8,3,NA,NA,39,35,8,1,3,0,120263,27904862,0.5241,43.0975075239577,8.33797350440221,16.7770046667853,12.0054347518364,16679,0.59770946009337,1,4.6,0.00176049645531151,0,0,52.6037720595071,11,"2016",112,118,230,252,0.00824229125376072,0.0090306843302074,0,0
"06","2016","Utah",19677,50,3433,3731,311,186,0,0,0,0,271,302,0,143,37,48,NA,NA,0,0,0,0,0,0,28189,3044321,0.8531,92.5953603447205,64.6351025401066,11.2767346150422,12.2556064225816,1348,0.442791676699008,1,3.5,0.00284857763834889,0,0,109.779816254593,19,"2016",2,13,15,25,0.00492720708492961,0.00821201180821602,0,0
"06","2016","Vermont",0,0,1240,1225,131,85,0,0,0,0,2,2,3,0,0,0,NA,NA,0,0,0,0,0,0,2688,623354,0.9612,43.1215649534614,0,19.8923885946027,19.6517548616035,223,0.357742149725517,1,3.3,0.001764093152544,0,0,266.177805869538,12,"2016",0,1,1,5,0.00160422488666151,0.00802112443330756,0,0
"06","2016","Virginia",985,0,20132,15480,993,0,0,0,0,0,0,0,0,3,0,0,NA,NA,0,0,0,0,0,0,37593,8414380,0.7013,44.6770885080065,1.17061506611301,23.9257081329819,18.3970773841923,996,0.118368792471935,1,4.1,8.39877378391307e-05,0,0,93.5039777143414,19,"2016",29,104,133,138,0.0158062744967544,0.016400495342497,1,0
"06","2016","Washington",13202,2,17040,13267,2576,711,2,12,6,1,1177,1015,5,404,143,4,NA,NA,488,382,36,4,8,2,50487,7280934,0.7888,69.3413784550169,18.1322890717043,23.4035908030481,18.2215633323966,6978,0.958393524786792,1,5.4,0.00223713739835585,0,0,91.6151691527488,15,"2016",13,14,27,51,0.00370831544414494,0.00700459583894044,0,0
"06","2016","West Virginia",1822,0,6602,4821,375,392,18,3,5,0,1109,1249,0,7,1,1,NA,NA,9,9,0,0,0,0,16423,1828637,0.9452,89.810060717354,9.96370520775857,36.1033928548968,26.3638983570824,3178,1.73790642976162,1,6.1,0.00170325552153816,0,0,309.188209579047,12,"2016",9,9,18,25,0.00984339702193492,0.0136713847526874,0,0
"06","2016","Wisconsin",5459,0,12464,11144,1173,70,0,0,1,0,130,226,3,39,18,2,NA,NA,11,6,0,0,1,0,30747,5772917,0.874,53.2607692090498,9.45622464345148,21.5904715068656,19.3039324833529,1680,0.291014057537983,1,4.1,0.000516973990490222,0,0,488.053266658779,20,"2016",14,23,37,50,0.00640923817196748,0.00866113266482092,0,0
"06","2016","Wyoming",509,0,1638,2110,123,104,2,1,3,1,136,180,0,0,0,0,NA,NA,0,4,0,0,1,0,4812,584910,0.8881,82.2690670359542,8.70219349985468,28.0043083551316,36.0739259031304,555,0.948863927783762,1,5.5,0.00230192081757341,0,0,296.927732471662,11,"2016",2,0,2,15,0.00341932946949103,0.0256449710211827,0,1
"05","2016","Alabama",20092,0,7903,5256,254,294,0,13,9,0,1298,1026,4,0,0,0,NA,NA,2,6,0,0,0,0,36157,4860545,0.7032,74.3887773901898,41.3369282662747,16.2594935341613,10.8136021783565,2906,0.597875341139728,0,5.8,0.00369886298393318,0,0,115.934118499057,14,"2016",36,69,105,104,0.0216025157672648,0.0213967775218623,1,1
"05","2016","Alaska",253,0,2582,2391,190,160,0,13,8,0,181,154,4,20,9,0,NA,NA,7,19,0,0,0,0,5991,741522,0.6758,80.7932873198638,3.4119014675222,34.8202750558985,32.2444917345676,765,1.03166190618754,0,6.9,-0.00203027016952717,0,0,365.554899247763,10,"2016",6,4,10,61,0.0134857765514712,0.0822632369639741,0,1
"05","2016","Arizona",6941,1016,10994,6539,880,529,0,2,4,0,1102,514,4,114,13,0,NA,NA,7,3,2,3,4,0,28671,6908642,0.6378,41.5001964206569,10.0468369905403,15.9134023734332,9.46495707839544,4197,0.607499997828806,0,5.4,0.00557734336937799,0,0,55.8820387566761,14,"2016",19,26,45,48,0.00651358110609871,0.00694781984650529,0,0
"05","2016","Arkansas",5452,331,4551,3596,137,224,0,4,11,1,877,1216,1,0,0,0,NA,NA,10,11,0,0,0,0,16422,2988231,0.7855,54.9555907826403,18.2449081078404,15.2297462947142,12.0338755604905,2823,0.944706081959527,0,4,0.00193790345856559,0,0,127.299060882509,11,"2016",10,27,37,61,0.0123819075566782,0.02041341516101,0,1
"05","2016","California",91841,0,38301,28723,6124,0,0,0,0,0,515,522,9,0,0,0,NA,NA,0,0,0,0,0,0,166035,39296476,0.4656,42.2518802958311,23.3713068825815,9.74667550342173,7.30930681926797,7170,0.182459109055988,0,5.5,0.00219236010023938,0,0,21.1232681525947,27,"2016",91,102,193,228,0.00491138187556564,0.0058020469825335,0,0
"05","2016","Colorado",6924,0,16293,11252,934,921,0,0,0,0,0,0,0,161,25,2,NA,NA,0,0,0,0,0,0,36512,5530105,0.7443,66.02406283425,12.5205579279236,29.4623700634979,20.3468107748406,2043,0.369432406798786,0,3.4,0.0014081203922558,0,0,76.8598426250496,18,"2016",18,28,46,77,0.00831810607574359,0.013923786257223,0,0
"05","2016","Connecticut",15718,0,9953,3362,212,0,2,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,29247,3587685,0.7745,81.5205348295628,43.8109811758836,27.7421234026956,9.37094533104216,214,0.0596484919941411,0,5.3,0.00181810361323098,0,0,34.6410010912329,26,"2016",5,27,32,82,0.00891940067202109,0.0228559642220541,0,1
"05","2016","Delaware",1255,0,1722,1121,66,57,0,3,2,0,17,15,0,0,0,0,NA,NA,70,25,0,2,0,0,4355,952698,0.7253,45.7122823811953,13.1731146701263,18.0749828382132,11.7665829045511,257,0.269760196830475,0,4.5,0.00147205291335073,0,0,52.520315986808,18,"2016",2,20,22,26,0.0230923125691457,0.027290914854445,1,1
"05","2016","Florida",27235,0,42845,17025,2625,1506,40,9,6,0,2314,952,3,91,12,2,NA,NA,48,18,0,1,0,0,94732,20656589,0.6542,45.8604273919571,13.1846550270231,20.741565802563,8.24192222636564,7627,0.369228433600533,0,4.8,0.00264777041224296,0,0,17.6519463111746,17,"2016",83,167,250,346,0.0121026758096412,0.0167501033205434,0,0
"05","2016","Georgia",13787,0,10866,5510,361,420,0,7,8,0,1593,1170,3,0,0,0,NA,NA,8,6,1,0,0,0,33740,10313620,0.6266,32.7140228164311,13.3677603014267,10.5355830445566,5.34245008057307,3577,0.346822938987475,0,5.3,0.00376196065394119,0,0,88.5759801117357,17,"2016",29,65,94,93,0.00911416166195768,0.00901720249534111,0,0
"05","2016","Hawaii",1314,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,0,0,0,0,0,0,1316,1428683,0.228,9.21128059898522,9.19728169229983,0,0,2,0.00139989066853879,0,3,0.00122634913757835,0,0,7.66510135558413,19,"2016",3,2,5,7,0.00349972667134697,0.00489961733988576,0,0
"05","2016","Idaho",1139,0,3132,3323,149,167,0,1,1,0,275,426,0,26,8,1,NA,NA,3,5,0,1,0,1,8658,1680026,0.8798,51.5349167215269,6.7796569814991,18.6425686269141,19.7794557941365,1064,0.633323531897721,0,3.8,0.00308216644355053,0,0,546.651063733537,12,"2016",4,0,4,11,0.00238091553345008,0.00654751771698771,0,0
"05","2016","Illinois",91026,0,19264,8686,0,598,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,119574,12835726,0.6783,93.1571770852697,70.9161289357532,15.0081109553133,6.76705002895824,598,0.046588716524488,0,5.9,0.00308982810377589,0,0,102.089667541984,16,"2016",81,382,463,445,0.0360711969077557,0.0346688609588581,1,1
"05","2016","Indiana",91807,0,16842,9264,965,543,13,1,2,0,28,379,3,10,0,0,NA,NA,19,11,4,2,4,0,119897,6634007,0.8586,180.730891601411,138.38845813699,25.3873714634308,13.9644109510285,1984,0.299065104996121,0,4.6,0.00218904688789312,0,0,60.7402132677882,16,"2016",31,65,96,132,0.0144708921772317,0.0198974767436935,0,0
"05","2016","Iowa",10729,56,121,1569,16,3,4,0,0,0,0,37,0,22,20,0,NA,NA,0,0,0,0,1,0,12578,3130869,0.9271,40.1741497328697,34.2684411260899,0.386474170589699,5.01138821202676,159,0.0507846224163323,0,3.7,-0.00169592171572841,0,0,244.942538317636,14,"2016",2,14,16,46,0.00511040225573156,0.0146924064852282,0,0
"05","2016","Kansas",1006,1,4648,3553,281,263,0,3,1,0,486,303,2,2,2,0,NA,NA,4,4,0,0,0,0,10559,2907731,0.8312,36.3135379441908,3.45974232141832,15.9849724751017,12.2191495705758,1352,0.464967357709499,0,4,0.00085229699184719,0,0,123.617005837197,15,"2016",7,26,33,45,0.0113490553287082,0.0154759845391475,0,0
"05","2016","Kentucky",305018,0,8049,5244,222,414,1,7,5,1,1400,1275,9,2,2,0,NA,NA,10,5,2,0,0,0,321666,4436113,0.8932,725.107768895878,687.579419189728,18.1442627814035,11.8211596503516,3355,0.75629272743954,0,5.1,0.00148296795180514,0,0,113.634842034006,13,"2016",17,51,68,86,0.0153287348631561,0.0193863411504621,1,0
"05","2016","Louisiana",2376,0,9561,5788,668,406,0,6,3,0,827,812,1,0,0,0,NA,NA,7,3,1,2,1,0,20462,4686157,0.6253,43.6647769163517,5.07025266118912,20.4026454939517,12.3512720551189,2737,0.584060670609201,0,6.1,-0.000370404671333979,0,0,130.470660714099,12,"2016",39,74,113,146,0.0241135753667664,0.0311555929517513,1,1
"05","2016","Maine",568,0,3009,2464,142,141,0,0,0,0,92,130,0,11,12,0,NA,NA,2,1,0,0,0,0,6572,1330232,0.9653,49.4049158342304,4.26993186150987,22.620114386062,18.5230846950006,531,0.3991784891658,0,3.8,0.0011079389210229,0,0,164.744946746131,10,"2016",1,2,3,13,0.00225524570150169,0.009772731373174,0,0
"05","2016","Maryland",2567,0,4099,4148,130,21,0,0,0,0,57,98,0,38,9,0,NA,NA,1,5,0,1,1,1,11176,6024752,0.6206,18.5501411510383,4.26075629337108,6.8035995506537,6.88493069922214,362,0.0600854607791325,0,4.4,0.00194907057168603,0,0,46.8935484813317,23,"2016",35,81,116,116,0.019253904559059,0.019253904559059,1,0
"05","2016","Massachusetts",7114,2,5278,2325,486,158,0,0,0,0,4,4,0,1,0,0,NA,NA,43,26,8,0,0,0,15449,6823721,0.8186,22.6401401815813,10.4253969351912,7.73478282596841,3.40723191935895,732,0.107272850106269,0,3.9,0.00568497385815014,0,0,34.151015259856,18,"2016",9,41,50,133,0.00732738047173969,0.0194908320548276,0,0
"05","2016","Michigan",18750,1926,9834,6490,344,162,2,1,1,0,9,218,0,57,17,2,NA,NA,4,5,0,1,0,0,37823,9933445,0.7854,38.076417597319,18.8756267337263,9.89988870930478,6.53348360010047,2749,0.276741855418739,0,4.9,0,0,0,187.253767449259,18,"2016",29,52,81,94,0.00815427074896977,0.00946298086917479,0,0
"05","2016","Minnesota",24146,0,8772,7638,637,340,0,1,4,0,184,358,5,4,14,0,NA,NA,16,13,2,0,1,0,42135,5525050,0.8823,76.2617532873006,43.7027719206161,15.8767793956616,13.8243092822689,1579,0.285789268875395,0,3.8,0.00174064447778388,0,0,277.02971013837,17,"2016",7,22,29,35,0.0052488212776355,0.00633478430059456,0,0
"05","2016","Mississippi",1981,0,7005,3541,215,317,0,22,12,0,1107,950,3,0,0,0,NA,NA,2,3,0,0,0,1,15159,2985415,0.6077,50.7768601685193,6.63559337646525,23.4640745089041,11.8609975497544,2632,0.881619473339552,0,5.9,0.00106524643894801,0,0,121.412600928179,12,"2016",21,32,53,76,0.0177529757169439,0.0254570972544856,1,1
"05","2016","Missouri",9606,0,16909,10162,966,824,0,18,14,0,1064,929,2,165,20,2,NA,NA,39,25,2,5,0,0,40752,6091176,0.8378,66.9033368925804,15.7703537050973,27.7598283155831,16.6831495264625,4075,0.66900053454374,0,4.6,0.000175561798203105,0,0,288.517521082957,17,"2016",47,67,114,138,0.018715597776193,0.0226557236238125,1,1
"05","2016","Montana",1490,0,2724,3881,123,175,11,1,4,0,409,708,1,12,1,0,NA,NA,4,1,0,1,5,0,9551,1038656,0.8951,91.9553730975414,14.3454618275926,26.2262000123236,37.3655955388502,1456,1.4018115718775,0,4.2,0.00118922394292742,0,0,797.248559677121,10,"2016",1,1,2,13,0.00192556534598558,0.0125161747489063,0,0
"05","2016","Nebraska",3394,112,78,1277,9,5,0,0,0,0,3,67,1,5,4,1,NA,NA,0,0,0,0,0,0,4956,1907603,0.8739,25.9802485108275,17.7919619543479,0.408890109734573,6.69426500168012,207,0.108513144506483,0,3.1,0.00164989313124231,0,0,179.818337463298,18,"2016",8,22,30,40,0.0157265426820989,0.0209687235761319,1,1
"05","2016","Nevada",2624,0,4365,2329,191,225,0,0,0,0,254,117,0,0,0,0,NA,NA,0,0,0,0,0,0,10105,2939254,0.6514,34.379471797946,8.92743532882834,14.850707016134,7.92377929910106,787,0.267755015388258,0,5.8,0.00530375361019075,0,0,40.317032825336,11,"2016",9,32,41,46,0.0139491177012943,0.0156502296160863,0,0
"05","2016","New Hampshire",3719,0,4262,2645,137,5,4,0,1,0,0,8,0,63,4,1,NA,NA,10,9,0,0,1,0,10869,1335015,0.9509,81.4148155638701,27.8573648985217,31.924734928072,19.8125114699086,243,0.182020426736778,0,2.9,0.00205549918209602,0,0,136.435171140399,16,"2016",3,2,5,24,0.00374527627030408,0.0179773260974596,0,0
"05","2016","New Jersey",0,0,6542,3027,201,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,9770,8978416,0.6601,10.8816521756176,0,7.28636320705122,3.37141874468726,201,0.0223870223879134,0,5.1,0.0012290406252573,0,0,30.6816926281874,17,"2016",30,54,84,99,0.00935577055017277,0.0110264438627036,0,0
"05","2016","New Mexico",1666,0,4485,3269,327,224,0,4,1,0,391,434,1,40,0,0,NA,NA,3,2,0,0,0,0,10847,2085432,0.4471,52.0132039788399,7.98875245033163,21.5063353779936,15.6754092197684,1427,0.684270693074624,0,6.7,0.00177872690084602,0,0,104.696772659094,12,"2016",15,14,29,44,0.0139059916602411,0.0210987459672624,0,1
"05","2016","New York",4053,0,10118,10815,684,151,0,0,1,0,10,18,0,0,2,0,NA,NA,294,161,15,10,4,0,26336,19836286,0.6198,13.2766789105582,2.04322522875502,5.10075323576198,5.45212949641884,1350,0.0680570949622323,0,4.8,0.000691025336299944,0,0,54.0994418007484,21,"2016",39,137,176,265,0.0088726286765577,0.0133593556777715,0,0
